campaign.resource_name,campaign.name,campaign.id,metrics.clicks,metrics.conversions,metrics.cost_micros,metrics.ctr,metrics.average_cpc,metrics.impressions,segments.date,campaign_search_term_view.resource_name,campaign_search_term_view.search_term
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,11,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~cGVlcnNwYWNlIG9ybGFuZG8,peerspace orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,4,1.0,7739620,0.36363636363636365,1934905.0,11,2026-04-07,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,10,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGxhaXIgdmVudWU,the lair venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,10,2026-04-05,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFjcmUgb3JsYW5kbw,the acre orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,3,0.0,1770000,0.3333333333333333,590000.0,9,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,9,2026-03-25,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,8,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIHZlbnVlIG9ybGFuZG8,the venue orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,8,2026-03-31,customers/3123559470/campaignSearchTermViews/23652899436~bWFqZXN0aWMgZXZlbnQgY2VudGVy,majestic event center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,8,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~ZW9sYSB2aWV3,eola view
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,8,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBwYXJ0eSBidXM,orlando party bus
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,8,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIHZlcmFuZGEgYXQgdGhvcm50b24gcGFyaw,the veranda at thornton park
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,8,2026-04-08,customers/3123559470/campaignSearchTermViews/23652899436~bWFqZXN0aWMgZXZlbnQgY2VudGVy,majestic event center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1000000,0.14285714285714285,1000000.0,7,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,10000,0.14285714285714285,10000.0,7,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~b3JhbmdlIGNvdW50eSBjb252ZW50aW9uIGNlbnRlcg,orange county convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,589346,0.2857142857142857,294673.0,7,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,803244,0.2857142857142857,401622.0,7,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,7,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBjb252ZW50aW9uIGNlbnRlcg,orlando convention center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,7,2026-03-29,customers/3123559470/campaignSearchTermViews/23652899436~amVubnkncyB2ZW51ZQ,jenny's venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,7,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~cml2ZXJicm9vayBldmVudHM,riverbrook events
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,7,2026-03-31,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,7,2026-04-06,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWVzIG5lYXIgbWU,venues near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,7,2026-04-08,customers/3123559470/campaignSearchTermViews/23652899436~Y2FudmFzIGV2ZW50IHZlbnVl,canvas event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1430000,0.16666666666666666,1430000.0,6,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~c21hbGwgdmVudWVzIG9ybGFuZG8,small venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1450000,0.16666666666666666,1450000.0,6,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~cGVlcnNwYWNlIG9ybGFuZG8,peerspace orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,159872,0.3333333333333333,79936.0,6,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-03-27,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBnYXJkZW5z,orlando gardens
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-03-29,customers/3123559470/campaignSearchTermViews/23652899436~bWFqZXN0aWMgZXZlbnQgY2VudGVy,majestic event center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudHMgYW5kIHByb21vdGlvbnM,orlando events and promotions
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFjcmUgb3JsYW5kbw,the acre orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~Y2FudmFzIGV2ZW50IHZlbnVl,canvas event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBnYXJkZW5z,orlando gardens
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-02,customers/3123559470/campaignSearchTermViews/23652899436~aWxsdXNpb25zIGJhbnF1ZXQgaGFsbA,illusions banquet hall
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~Y2FudmFzIGV2ZW50IHZlbnVl,canvas event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~bWFpbiBldmVudCBvcmxhbmRv,main event orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFiYmV5IG9ybGFuZG8,the abbey orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~dmFsZW5jaWEgYmFsbHJvb20gb3JsYW5kbw,valencia ballroom orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,6,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~d2ludGVyIHBhcmsgZXZlbnRzIGNlbnRlcg,winter park events center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,360000,0.16666666666666666,360000.0,6,2026-04-05,customers/3123559470/campaignSearchTermViews/23652899436~YmFsbHJvb20gb24gdGhlIGxha2U,ballroom on the lake
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,265093,0.16666666666666666,265093.0,6,2026-04-08,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBnYXJkZW5z,orlando gardens
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgdmVudWVzIG9ybGFuZG8,event venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-22,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,1000000,0.4,500000.0,5,2026-03-22,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,1240000,0.4,620000.0,5,2026-03-25,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZSBwaG90b3M,orlando event venue photos
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~bGFrZSBtYXJ5IGV2ZW50IGNlbnRlcg,lake mary event center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~cGFydHkgaGFsbCByZW50YWxzIG5lYXIgbWU,party hall rentals near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFjcmUgb3JsYW5kbw,the acre orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-27,customers/3123559470/campaignSearchTermViews/23652899436~MjYyMCBuIGhpYXdhc3NlZSByZA,2620 n hiawassee rd
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-27,customers/3123559470/campaignSearchTermViews/23652899436~bWFqZXN0aWMgZXZlbnQgY2VudGVy,majestic event center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-28,customers/3123559470/campaignSearchTermViews/23652899436~Z2FtZSBwb2ludCBldmVudCBjZW50ZXI,game point event center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-28,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFiYmV5IG9ybGFuZG8,the abbey orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-29,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFjcmUgb3JsYW5kbw,the acre orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~Y2FudmFzIGV2ZW50IHZlbnVl,canvas event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~bGFrZXNpZGUgcmVjZXB0aW9uIGhhbGw,lakeside reception hall
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGJhbGNvbnkgb3JsYW5kbw,the balcony orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~YWZmb3JkYWJsZSBiYW5xdWV0IGhhbGxzIG5lYXIgbWU,affordable banquet halls near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgc3BhY2UgbmVhciBtZQ,event space near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-02,customers/3123559470/campaignSearchTermViews/23652899436~aW5maW5pdHkgYmFsbHJvb20gb3JsYW5kbw,infinity ballroom orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-02,customers/3123559470/campaignSearchTermViews/23652899436~bWFpbiBldmVudCBvcmxhbmRv,main event orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-02,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFiYmV5IG9ybGFuZG8,the abbey orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-02,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIHNvY2lhbCBvcmxhbmRv,the social orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-02,customers/3123559470/campaignSearchTermViews/23652899436~d2ludGVyIHBhcmsgZXZlbnRzIGNlbnRlcg,winter park events center
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~Y2VsaW5lIG9ybGFuZG8,celine orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-04,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWVzIG5lYXIgbWU,venues near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-06,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudHMgYW5kIHByb21vdGlvbnM,orlando events and promotions
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-08,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBwYXJ0eSB2ZW51ZXM,orlando party venues
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,5,2026-04-08,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIHZhbGVudGluZSBvcmxhbmRvIGV2ZW50IHZlbnVl,the valentine orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-16,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~YmFieSBzaG93ZXIgdmVudWVzIG9ybGFuZG8,baby shower venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~YmFsbHJvb20gYmlydGhkYXkgcGFydHk,ballroom birthday party
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1390000,0.25,1390000.0,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudCB2ZW51ZQ,orlando event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1550000,0.25,1550000.0,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~cmVjZXB0aW9uIHZlbnVlcyBvcmxhbmRv,reception venues orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-17,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIGFiYmV5IG9ybGFuZG8,the abbey orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,1940000,0.25,1940000.0,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y2hlYXAgcmVudGFsIHZlbnVlcyBuZWFyIG1l,cheap rental venues near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyB2ZW51ZXM,orlando venues
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-18,customers/3123559470/campaignSearchTermViews/23652899436~cGFydHkgdmVudWVzIG5lYXIgbWU,party venues near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgdmVudWUgb3JsYW5kbw,event venue orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyB2ZW51ZXM,orlando venues
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-19,customers/3123559470/campaignSearchTermViews/23652899436~dGhlbGFrZWhvdXNl,thelakehouse
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-20,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-21,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgb3JsYW5kbw,convention center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,59448,0.5,29724.0,4,2026-03-22,customers/3123559470/campaignSearchTermViews/23652899436~Y29udmVudGlvbiBjZW50ZXIgbmVhciBtZQ,convention center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~YXZlbnVlIGV2ZW50IGdyb3VwIG9ybGFuZG8,avenue event group orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~Y29uZmVyZW5jZSByb29tcw,conference rooms
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgY2VudGVyIG5lYXIgbWU,event center near me
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgY2VudGVycyBvcmxhbmRv,event centers orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudHMgYW5kIHByb21vdGlvbnM,orlando events and promotions
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,3,0.0,2650000,0.75,883333.3333333334,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~cmVudGFsIGV2ZW50IHNwYWNl,rental event space
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~dmVyYW5kYSBlbGVnYW50IGV2ZW50cw,veranda elegant events
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-26,customers/3123559470/campaignSearchTermViews/23652899436~d2ludGVyIHBhcmsgdmVudWVzIGZvciByZW50,winter park venues for rent
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-27,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgY2VudGVyIG9ybGFuZG8gZmw,event center orlando fl
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-27,customers/3123559470/campaignSearchTermViews/23652899436~c3RhbmRpbmcgb3V0IGFuZCBtb3JlIGV2ZW50IHNwYWNl,standing out and more event space
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-28,customers/3123559470/campaignSearchTermViews/23652899436~aGlkZW91dCBvcmxhbmRv,hideout orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-29,customers/3123559470/campaignSearchTermViews/23652899436~NTA1OSBlZGdld2F0ZXIgZHIgb3JsYW5kbyAzMjgxMA,5059 edgewater dr orlando 32810
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-29,customers/3123559470/campaignSearchTermViews/23652899436~YXZlbnVlIGV2ZW50IGdyb3Vw,avenue event group
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-29,customers/3123559470/campaignSearchTermViews/23652899436~aWxsdXNpb25zIGJhbnF1ZXQgaGFsbA,illusions banquet hall
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-29,customers/3123559470/campaignSearchTermViews/23652899436~aW5maW5pdHkgYmFsbHJvb20gb3JsYW5kbw,infinity ballroom orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~ZXZlbnQgcGxhbm5lcnMgb3JsYW5kbyBmbA,event planners orlando fl
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~aWxsdXNpb25zIGJhbnF1ZXQgaGFsbA,illusions banquet hall
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~dGhlIHZhbGVudGluZSBldmVudCB2ZW51ZQ,the valentine event venue
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-30,customers/3123559470/campaignSearchTermViews/23652899436~dmVudWUgb3JsYW5kbw,venue orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-31,customers/3123559470/campaignSearchTermViews/23652899436~ZW9sYSB2aWV3,eola view
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-31,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBjb21tdW5pdHkgY2VudGVycyBmb3IgcmVudA,orlando community centers for rent
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-03-31,customers/3123559470/campaignSearchTermViews/23652899436~b3JsYW5kbyBldmVudHMgYW5kIHByb21vdGlvbnM,orlando events and promotions
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~Y29tbXVuaXR5IGNlbnRlciBvcmxhbmRv,community center orlando
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0,0.0,,4,2026-04-01,customers/3123559470/campaignSearchTermViews/23652899436~bWFqZXN0aWMgZXZlbnQgY2VudGVy,majestic event center
